snapshot_at,team,player_id,name,position,jersey,age,birthdate,status,salary_2026_27,years_remaining,contract_end_year,contract_type
2026-09-08T20:32:52+00:00,POR,4683678,Scoot Henderson,G,00,22,2004-02-03,Active,13585522,1,2027,Standard
2026-09-08T20:32:52+00:00,POR,4914336,Shaedon Sharpe,G,17,23,2003-05-30,Active,20089286,4,2027,Standard
2026-09-08T20:32:52+00:00,POR,5081727,Sidy Cissoko,G,91,22,2004-04-02,Active,2497812,1,2027,Standard
2026-09-08T20:32:52+00:00,POR,4578893,Vit Krejci,G,27,26,2000-06-19,Active,2667944,2,2027,Standard
2026-09-08T20:32:52+00:00,SAC,4433174,Dylan Cardwell,C,32,24,2001-12-16,Active,2150917,3,2027,Standard
2026-09-08T20:32:52+00:00,SAC,4898371,Maxime Raynaud,C,42,23,2003-04-07,Active,2150917,2,2027,Standard
2026-09-08T20:32:52+00:00,SAC,4917149,Alex Karaban,F,33,23,2002-11-11,Active,,,,Standard
2026-09-08T20:32:52+00:00,SAC,4065732,De'Andre Hunter,F,15,28,1997-12-02,Active,24910714,1,2027,Standard
2026-09-08T20:32:52+00:00,SAC,3155942,Domantas Sabonis,F,11,30,1996-05-03,Active,45472000,2,2027,Standard
2026-09-08T20:32:52+00:00,SAC,5107897,Jonathan Mogbo,F,,24,2001-10-29,Active,2296271,1,2027,Standard
2026-09-08T20:32:52+00:00,SAC,4594327,Keegan Murray,F,13,26,2000-08-19,Active,24137931,4,2027,Standard
2026-09-08T20:32:52+00:00,SAC,4397654,Adam Flagler,G,,26,1999-12-01,Active,,,,Standard
2026-09-08T20:32:52+00:00,SAC,3907387,Ben Simmons,G,,30,1996-07-20,Active,,,,Standard
2026-09-08T20:32:52+00:00,SAC,4279318,Daeqwon Plowden,G,29,28,1998-08-29,Active,,,,Standard
2026-09-08T20:32:52+00:00,SAC,5142620,Darius Acuff Jr.,G,5,19,2006-11-16,Active,,,,Standard
2026-09-08T20:32:52+00:00,SAC,5106058,Emanuel Sharp,G,34,22,2004-03-07,Active,,,,Standard
2026-09-08T20:32:52+00:00,SAC,4066262,Malik Monk,G,0,28,1998-02-04,Active,21190034,2,2027,Standard
2026-09-08T20:32:52+00:00,SAC,4702384,Nique Clifford,G,5,24,2002-02-09,Active,3263400,3,2027,Standard
2026-09-08T20:32:52+00:00,SAC,3064440,Zach LaVine,G,8,31,1995-03-10,Active,48967380,1,2027,Standard
2026-09-08T20:32:52+00:00,SAC,4431679,Precious Achiuwa,PF,9,26,1999-09-19,Active,,,,Standard
2026-09-08T20:32:52+00:00,SAS,3064560,Luke Kornet,C,7,31,1995-07-15,Active,10450000,3,2027,Standard
2026-09-08T20:32:52+00:00,SAS,5105809,Tarris Reed Jr.,C,,23,2003-08-05,Active,,,,Standard
2026-09-08T20:32:52+00:00,SAS,5061568,Carter Bryant,F,11,20,2005-11-26,Active,5145360,3,2027,Standard
2026-09-08T20:32:52+00:00,SAS,4713010,David Jones Garcia,F,25,24,2001-11-24,Active,,,,Standard
2026-09-08T20:32:52+00:00,SAS,4432872,Emanuel Miller,F,14,26,2000-06-19,Active,0,1,2027,Standard
2026-09-08T20:32:52+00:00,SAS,6578,Harrison Barnes,F,40,34,1992-05-30,Active,,,,Standard
2026-09-08T20:32:52+00:00,SAS,4433618,Harrison Ingram,F,55,23,2002-11-27,Active,,,,Standard
2026-09-08T20:32:52+00:00,SAS,5101845,Jayden Quaintance,F,,19,2007-07-11,Active,,,,Standard
2026-09-08T20:32:52+00:00,SAS,4592479,Julian Champagnie,F,30,25,2001-06-29,Active,3000000,1,2027,Standard
2026-09-08T20:32:52+00:00,SAS,4395723,Keldon Johnson,F,3,26,1999-10-11,Active,17500000,1,2027,Standard
2026-09-08T20:32:52+00:00,SAS,5105337,Maliq Brown,F,,22,2003-11-15,Active,,,,Standard
2026-09-08T20:32:52+00:00,SAS,6440,Tobias Harris,F,,34,1992-07-15,Active,,,,Standard
2026-09-08T20:32:52+00:00,SAS,5104157,Victor Wembanyama,F,1,22,2004-01-04,Active,16868245,1,2027,Standard
2026-09-08T20:32:52+00:00,SAS,4066259,De'Aaron Fox,G,4,28,1997-12-20,Active,49800000,4,2027,Standard
2026-09-08T20:32:52+00:00,SAS,4395630,Devin Vassell,G,24,26,2000-08-23,Active,27000000,3,2027,Standard
2026-09-08T20:32:52+00:00,SAS,5037871,Dylan Harper,G,2,20,2006-03-02,Active,12989040,3,2027,Standard
2026-09-08T20:32:52+00:00,SAS,5107968,Ja'Kobi Gillespie,G,,22,2004-03-10,Active,,,,Standard
2026-09-08T20:32:52+00:00,SAS,3134916,Jordan McLaughlin,G,0,30,1996-04-09,Active,,,,Standard
2026-09-08T20:32:52+00:00,SAS,4845367,Stephon Castle,G,5,21,2004-11-01,Active,10015920,2,2027,Standard
2026-09-08T20:32:52+00:00,TOR,3134908,Jakob Poeltl,C,19,30,1995-10-15,Active,19500000,4,2027,Standard
2026-09-08T20:32:52+00:00,TOR,4432586,Nate Bittle,C,,23,2003-06-03,Active,,,,Standard
2026-09-08T20:32:52+00:00,TOR,4395623,Trey Jemison III,C,,26,1999-11-28,Active,,,,Standard
2026-09-08T20:32:52+00:00,TOR,5149115,Allen Graves,F,,20,2006-07-28,Active,,,,Standard
2026-09-08T20:32:52+00:00,TOR,3913176,Brandon Ingram,F,3,29,1997-09-02,Active,40000000,2,2027,Standard
2026-09-08T20:32:52+00:00,TOR,5093267,Collin Murray-Boyles,F,30,21,2005-06-10,Active,6649560,3,2027,Standard
2026-09-08T20:32:52+00:00,TOR,4431893,Jamison Battle,F,77,25,2001-05-10,Active,2296271,1,2027,Standard
2026-09-08T20:32:52+00:00,TOR,2993874,Kyle Anderson,F,,32,1993-09-20,Active,,,,Standard
2026-09-08T20:32:52+00:00,TOR,4395625,RJ Barrett,F,9,26,2000-06-14,Active,29616071,1,2027,Standard
2026-09-08T20:32:52+00:00,TOR,4433134,Scottie Barnes,F,4,25,2001-08-01,Active,41754690,4,2027,Standard
2026-09-08T20:32:52+00:00,TOR,4431684,Trayce Jackson-Davis,F,32,26,2000-02-22,Active,2406205,1,2027,Standard
2026-09-08T20:32:52+00:00,TOR,4067017,A.J. Lawson,G,0,26,2000-07-15,Active,,,,Standard
2026-09-08T20:32:52+00:00,TOR,4702656,Alijah Martin,G,55,24,2001-12-26,Active,,,,Standard
2026-09-08T20:32:52+00:00,TOR,4432190,Andre Jackson Jr.,G,44,24,2001-11-13,Active,,,,Standard
2026-09-08T20:32:52+00:00,TOR,4590360,Chucky Hepburn,G,24,23,2003-02-09,Active,,,,Standard
2026-09-08T20:32:52+00:00,TOR,5106258,Gradey Dick,G,1,22,2003-11-20,Active,7131510,1,2027,Standard
2026-09-08T20:32:52+00:00,TOR,4395724,Immanuel Quickley,G,5,27,1999-06-17,Active,32500000,3,2027,Standard
2026-09-08T20:32:52+00:00,TOR,4684272,Ja'Kobe Walter,G,14,22,2004-09-04,Active,3811800,2,2027,Standard
2026-09-08T20:32:52+00:00,TOR,4432737,Jaden Bradley,G,,22,2003-09-14,Active,,,,Standard
2026-09-08T20:32:52+00:00,TOR,4432241,Jamal Shead,G,23,24,2002-07-24,Active,2296271,1,2027,Standard
2026-09-08T20:32:52+00:00,UTA,4397077,Jaxson Hayes,C,,26,2000-05-23,Active,,,,Standard
2026-09-08T20:32:52+00:00,UTA,3102530,Jusuf Nurkic,C,30,32,1994-08-23,Active,,,,Standard
2026-09-08T20:32:52+00:00,UTA,4277919,Mo Bamba,C,11,28,1998-05-12,Active,,,,Standard
2026-09-08T20:32:52+00:00,UTA,4432827,Oscar Tshiebwe,C,34,26,1999-11-27,Active,,,,Standard
2026-09-08T20:32:52+00:00,UTA,4396963,Blake Hinson,F,2,26,1999-12-26,Active,0,1,2027,Standard
2026-09-08T20:32:52+00:00,UTA,5105839,Brice Sensabaugh,F,28,22,2003-10-30,Active,4862237,1,2027,Standard
2026-09-08T20:32:52+00:00,UTA,4277961,Jaren Jackson Jr.,F,20,26,1999-09-15,Active,49000000,4,2027,Standard
2026-09-08T20:32:52+00:00,UTA,4684793,Kyle Filipowski,F,22,22,2003-11-07,Active,3000000,2,2027,Standard
2026-09-08T20:32:52+00:00,UTA,4066336,Lauri Markkanen,F,23,29,1997-05-22,Active,46113154,3,2027,Standard
2026-09-08T20:32:52+00:00,UTA,4873138,Ace Bailey,G,19,20,2006-08-13,Active,9523080,3,2027,Standard
2026-09-08T20:32:52+00:00,UTA,4898237,Bez Mbeng,G,21,24,2002-05-02,Active,,,,Standard
2026-09-08T20:32:52+00:00,UTA,5041955,Darryn Peterson,G,22,19,2007-01-17,Active,,,,Standard
2026-09-08T20:32:52+00:00,UTA,4683766,Isaiah Collier,G,8,21,2004-10-08,Active,2763960,3,2027,Standard
2026-09-08T20:32:52+00:00,UTA,4432811,Josh Green,G,,25,2000-11-16,Active,14679012,1,2027,Standard
2026-09-08T20:32:52+00:00,UTA,4065663,Josh Okogie,G,,28,1998-09-01,Active,,,,Standard
2026-09-08T20:32:52+00:00,UTA,4433627,Keyonte George,G,3,22,2003-11-08,Active,6563925,1,2027,Standard
2026-09-08T20:32:52+00:00,UTA,3133602,Svi Mykhailiuk,G,10,29,1997-06-10,Active,3850000,2,2027,Standard
2026-09-08T20:32:52+00:00,UTA,4683933,Tamar Bates,G,,23,2003-02-21,Active,,,,Standard
2026-09-08T20:32:52+00:00,UTA,4433268,Trey Alexander,G,23,23,2003-05-02,Active,,,,Standard
2026-09-08T20:32:52+00:00,WAS,5160992,Alex Sarr,C,20,21,2005-04-26,Active,12370680,2,2027,Standard
2026-09-08T20:32:52+00:00,WAS,4278129,Deandre Ayton,C,,28,1998-07-23,Active,8104000,1,2027,Standard
2026-09-08T20:32:52+00:00,WAS,5142718,AJ Dybantsa,F,4,19,2007-01-29,Active,,,,Standard
2026-09-08T20:32:52+00:00,WAS,6583,Anthony Davis,F,23,33,1993-03-11,Active,58456566,2,2027,Standard
2026-09-08T20:32:52+00:00,WAS,5105841,Felix Okpara,F,,22,2004-04-20,Active,,,,Standard
2026-09-08T20:32:52+00:00,WAS,4432907,Justin Champagnie,F,9,25,2001-06-29,Active,2667944,2,2027,Standard
2026-09-08T20:32:52+00:00,WAS,6609,Khris Middleton,F,22,35,1991-08-12,Active,,,,Standard
2026-09-08T20:32:52+00:00,WAS,5174563,Kyshawn George,F,18,22,2003-12-12,Active,3108000,2,2027,Standard
2026-09-08T20:32:52+00:00,WAS,4997537,Tristan Vukcevic,F,00,23,2003-03-11,Active,3000000,2,2027,Standard
2026-09-08T20:32:52+00:00,WAS,5104155,Bilal Coulibaly,G,0,22,2004-07-26,Active,9240012,1,2027,Standard
2026-09-08T20:32:52+00:00,WAS,4845374,Bub Carrington,G,7,21,2005-07-21,Active,4900560,2,2027,Standard
2026-09-08T20:32:52+00:00,WAS,4606840,Jamir Watkins,G,5,25,2001-07-06,Active,2150917,1,2027,Standard
2026-09-08T20:32:52+00:00,WAS,4432173,Sharife Cooper,G,13,25,2001-06-11,Active,,,,Standard
2026-09-08T20:32:52+00:00,WAS,4277905,Trae Young,G,3,27,1998-09-19,Active,48967380,1,2027,Standard
2026-09-08T20:32:52+00:00,WAS,5238230,Tre Johnson,G,12,20,2006-03-07,Active,8649600,3,2027,Standard
2026-09-08T20:32:52+00:00,WAS,4432819,Tre Mann,G,,25,2001-02-03,Active,8000000,2,2027,Standard
2026-09-08T20:32:52+00:00,WAS,5144126,Will Riley,G,27,20,2006-02-10,Active,3688320,3,2027,Standard
